Node Number	X Location (m)	Y Location (m)	Z Location (m)	
1653	-5.8881e-003	-2.3683e-002	0.	
1654	1.5415e-002	2.362e-003	0.	
1655	1.9251e-002	-1.3657e-002	0.	
1656	1.2219e-002	-2.125e-002	0.	
1657	-1.9481e-003	-1.2887e-002	0.	
1658	-7.4579e-003	-1.8535e-002	0.	
1659	-7.1986e-003	7.4672e-003	0.	
1660	-1.6381e-002	-1.3139e-002	0.	
1661	-1.7137e-002	-1.438e-002	0.	
1662	-1.8476e-002	-1.0227e-002	0.	
1663	-2.0623e-002	-9.339e-003	0.	
1664	-1.5177e-002	-1.0688e-002	0.	
1665	4.9211e-004	-1.7063e-002	0.	
1666	-1.2873e-003	2.3874e-002	0.	
1667	-4.0876e-004	2.2182e-002	0.	
1668	4.5884e-003	1.8442e-002	0.	
1669	-2.6845e-003	-1.7358e-002	0.	
1670	1.9534e-002	9.3307e-003	0.	
1671	1.8943e-002	9.2611e-003	0.	
1672	1.2288e-002	-1.508e-002	0.	
1673	1.6805e-002	5.7854e-003	0.	
1674	-1.6148e-002	-5.2212e-003	0.	
1675	1.2216e-002	2.1131e-002	0.	
1676	4.2791e-003	2.3741e-002	0.	
1677	2.4135e-002	4.0783e-003	0.	
1678	8.6087e-003	-3.5143e-003	0.	
1679	1.2805e-002	-3.0513e-003	0.	
1680	2.7202e-003	1.4821e-002	0.	
1681	2.2337e-002	-4.4352e-003	0.	
1682	-2.0281e-002	1.3065e-003	0.	
1683	-1.6911e-002	-1.086e-002	0.	
1684	-1.5937e-002	-1.2297e-002	0.	
1685	-1.8416e-002	7.8622e-003	0.	
1686	-1.9693e-002	8.0677e-003	0.	
1687	-1.8583e-002	6.632e-003	0.	
1688	9.7274e-003	3.4066e-003	0.	
1689	5.4755e-003	1.3295e-002	0.	
1690	-4.2077e-003	2.3307e-002	0.	
1691	-1.7451e-002	2.814e-003	0.	
1692	-1.6061e-002	1.941e-003	0.	
1693	9.268e-004	-1.5493e-002	0.	
1694	1.4541e-003	-1.6651e-002	0.	
1695	-2.4299e-002	3.0998e-003	0.	
1696	-1.4572e-002	-7.7714e-003	0.	
1697	6.8263e-003	1.4651e-002	0.	
1698	-6.054e-003	2.2921e-002	0.	
1699	-1.457e-002	-1.9687e-002	0.	
1700	-2.5199e-003	-1.5754e-002	0.	
1701	-3.3608e-003	-1.6669e-002	0.	
1702	8.7152e-003	1.7508e-002	0.	
1703	8.754e-003	1.933e-002	0.	
1704	-2.0812e-002	-8.075e-004	0.	
1705	-1.9372e-002	2.1448e-005	0.	
1706	-2.1216e-002	3.2877e-004	0.	
1707	1.0597e-002	-2.9783e-003	0.	
1708	-3.8657e-004	7.9641e-003	0.	
1709	-1.6182e-003	6.6834e-003	0.	
1710	2.0475e-002	8.7823e-003	0.	
1711	2.3902e-002	5.0578e-003	0.	
1712	-1.3524e-002	-1.2841e-002	0.	
1713	-1.1284e-002	-1.5422e-002	0.	
1714	-2.0277e-005	-2.1906e-002	0.	
1715	1.4712e-002	1.4113e-004	0.	
1716	1.2666e-002	1.6209e-003	0.	
1717	1.4647e-002	3.1089e-003	0.	
1718	1.4646e-002	-1.1188e-003	0.	
1719	1.3156e-002	-5.1236e-005	0.	
1720	1.1798e-002	1.0251e-003	0.	
1721	1.4137e-002	2.0293e-003	0.	
1722	1.2737e-002	3.2403e-003	0.	
1723	8.6621e-003	1.684e-003	0.	
1724	-1.2697e-002	-3.501e-004	0.	
1725	-1.0578e-002	-1.2353e-003	0.	
1726	-1.6832e-002	1.2997e-002	0.	
1727	-1.2161e-002	-2.1218e-002	0.	
1728	-2.0181e-002	1.0813e-002	0.	
1729	-2.274e-002	-2.3975e-003	0.	
1730	-1.6557e-002	-4.316e-003	0.	
1731	1.7559e-002	-3.1375e-003	0.	
1732	1.5225e-002	-1.0098e-002	0.	
1733	-1.2728e-002	-1.8303e-002	0.	
1734	1.4991e-002	-1.9332e-002	0.	
1735	1.9174e-002	3.6344e-003	0.	
1736	1.634e-003	8.3522e-003	0.	
1737	1.7082e-003	9.4923e-003	0.	
1738	1.1548e-002	-1.6429e-002	0.	
1739	1.0041e-002	-1.7431e-002	0.	
1740	-1.9116e-002	1.0784e-002	0.	
1741	-1.8097e-002	9.1395e-003	0.	
1742	8.5785e-003	1.4346e-002	0.	
1743	1.716e-003	2.3781e-002	0.	
1744	-1.4457e-002	8.6182e-003	0.	
1745	1.1582e-002	1.079e-002	0.	
1746	-7.2248e-003	-6.3597e-003	0.	
1747	-1.0012e-002	-1.7221e-002	0.	
1748	4.3916e-003	-1.4607e-002	0.	
1749	6.4913e-003	-1.8224e-002	0.	
1750	1.1968e-002	1.6786e-002	0.	
1751	-2.5548e-004	-2.3589e-002	0.	
1752	5.1206e-003	8.1013e-003	0.	
1753	5.0545e-003	9.3066e-003	0.	
1754	6.5396e-003	8.4077e-003	0.	
1755	4.6535e-003	-6.5486e-003	0.	
1756	-5.0005e-003	5.5718e-003	0.	
1757	1.7988e-002	-7.911e-004	0.	
1758	2.241e-003	1.1713e-002	0.	
1759	1.262e-003	1.0543e-002	0.	
1760	6.7921e-004	1.2232e-002	0.	
1761	2.1099e-002	1.2381e-002	0.	
1762	1.8426e-002	7.6325e-003	0.	
1763	-1.7605e-002	-3.3676e-003	0.	
1764	-1.8945e-002	-3.0192e-003	0.	
1765	-2.8138e-003	-2.4258e-002	0.	
1766	-2.2601e-002	3.5054e-003	0.	
1767	-2.4033e-002	4.6356e-003	0.	
1768	1.7967e-003	4.7796e-003	0.	
1769	6.1706e-003	1.1569e-002	0.	
1770	2.3902e-002	-2.94e-003	0.	
1771	2.0095e-002	1.0751e-002	0.	
1772	-2.0987e-002	6.7221e-003	0.	
1773	-6.1198e-003	1.6703e-002	0.	
1774	-5.8639e-003	-7.5263e-003	0.	
1775	-7.8051e-003	-3.7494e-004	0.	
1776	-1.2832e-002	2.0022e-002	0.	
1777	-1.1485e-002	1.8985e-002	0.	
1778	3.1348e-004	1.9674e-002	0.	
1779	1.2353e-002	-7.684e-003	0.	
1780	1.1314e-002	-6.5991e-003	0.	
1781	1.135e-002	-8.2125e-003	0.	
1782	1.4663e-002	-1.2041e-002	0.	
1783	1.5965e-002	-1.2277e-002	0.	
1784	-1.1917e-002	-2.2321e-003	0.	
1785	1.9141e-002	5.3643e-003	0.	
1786	-1.3499e-002	-1.9998e-002	0.	
1787	-4.4329e-003	-7.7782e-003	0.	
1788	2.2274e-002	4.3423e-003	0.	
1789	-1.143e-002	3.1927e-003	0.	
1790	4.57e-003	-2.262e-002	0.	
1791	-4.3747e-003	1.3365e-002	0.	
1792	1.7565e-002	1.1635e-003	0.	
1793	3.9972e-003	-2.1712e-002	0.	
1794	9.4e-003	-6.821e-004	0.	
1795	8.2238e-003	-2.0016e-003	0.	
1796	1.0584e-002	-1.8274e-002	0.	
1797	4.966e-003	-2.0012e-002	0.	
1798	3.0385e-003	-1.443e-002	0.	
1799	1.0297e-002	2.6358e-003	0.	
1800	-2.3792e-002	2.3323e-003	0.	
1801	-2.2022e-002	2.7946e-003	0.	
1802	-8.6036e-003	-1.3642e-002	0.	
1803	-1.1362e-002	7.6638e-003	0.	
1804	-3.8413e-003	1.3047e-002	0.	
1805	1.9679e-002	5.0599e-003	0.	
1806	-9.2748e-003	5.2205e-003	0.	
1807	2.3231e-002	5.7764e-003	0.	
1808	2.0213e-002	4.2394e-003	0.	
1809	6.3334e-003	-1.6789e-002	0.	
1810	-1.2406e-002	1.2715e-002	0.	
1811	6.9218e-003	4.2844e-003	0.	
1812	-1.5988e-002	3.2257e-003	0.	
1813	-1.7916e-002	4.5572e-003	0.	
1814	1.6006e-002	-2.2474e-003	0.	
1815	2.5587e-003	1.8736e-002	0.	
1816	2.9962e-003	1.9115e-002	0.	
1817	4.179e-003	1.8056e-002	0.	
1818	5.7292e-003	6.032e-003	0.	
1819	1.9987e-003	6.0421e-003	0.	
1820	-4.9555e-003	-1.6101e-002	0.	
1821	-6.4779e-003	-1.5133e-002	0.	
1822	1.6767e-002	1.5726e-002	0.	
1823	-2.11e-002	1.0782e-002	0.	
1824	-1.4401e-002	-6.5548e-003	0.	
1825	-2.0189e-002	-3.971e-003	0.	
1826	-4.6667e-003	1.6969e-002	0.	
1827	1.81e-002	1.5553e-002	0.	
1828	8.9427e-003	-4.777e-003	0.	
1829	2.0674e-002	5.0604e-003	0.	
1830	-1.2441e-002	-8.1964e-003	0.	
1831	-8.9761e-003	6.6292e-003	0.	
1832	-2.6097e-003	-6.6307e-003	0.	
1833	-2.9173e-003	-5.5594e-003	0.	
1834	-3.3677e-003	-5.8791e-003	0.	
1835	-3.3852e-003	-3.1968e-003	0.	
1836	-1.9613e-003	-4.1569e-003	0.	
1837	-2.3068e-003	-2.4468e-003	0.	
1838	-1.2702e-003	-7.5773e-003	0.	
1839	-1.6158e-003	-5.8671e-003	0.	
1840	-4.3207e-003	-4.0912e-003	0.	
1841	-1.1665e-002	2.1483e-002	0.	
1842	3.222e-003	-1.6251e-002	0.	
1843	4.8147e-003	-1.5566e-002	0.	
1844	-6.8346e-003	1.2899e-003	0.	
1845	-6.6085e-003	2.0227e-004	0.	
1846	-8.2933e-003	9.7762e-004	0.	
1847	-2.8906e-003	-1.5901e-003	0.	
1848	-4.5166e-003	-8.6609e-004	0.	
1849	-5.9611e-003	1.9801e-003	0.	
1850	8.5483e-003	2.2948e-002	0.	
1851	2.262e-002	7.9327e-003	0.	
1852	1.4994e-002	-1.852e-002	0.	
1853	1.5795e-002	1.4962e-002	0.	
1854	8.7146e-003	-1.6041e-002	0.	
1855	-2.4512e-002	7.2369e-004	0.	
1856	2.3382e-003	1.3827e-002	0.	
1857	3.3625e-003	1.3473e-002	0.	
1858	1.767e-002	1.1574e-002	0.	
1859	1.8854e-002	1.0209e-002	0.	
1860	1.9613e-003	-1.5261e-002	0.	
1861	5.1894e-003	-1.2833e-003	0.	
1862	-2.3604e-002	6.5183e-003	0.	
1863	1.0652e-002	4.9745e-003	0.	
1864	5.4904e-003	-1.2287e-002	0.	
1865	9.4588e-003	1.9883e-002	0.	
1866	9.093e-003	2.1024e-002	0.	
1867	-2.066e-002	-2.378e-003	0.	
1868	1.0352e-002	1.6056e-002	0.	
1869	-1.4946e-002	1.8659e-002	0.	
1870	-1.3407e-002	1.7757e-002	0.	
1871	2.6853e-003	2.1432e-002	0.	
1872	1.0027e-002	-1.9125e-002	0.	
1873	-1.6241e-002	-1.0001e-002	0.	
1874	-1.0803e-002	-2.1137e-002	0.	
1875	1.8152e-002	-1.1104e-002	0.	
1876	1.8799e-002	-1.2171e-002	0.	
1877	-1.0936e-002	9.6171e-003	0.	
1878	6.9852e-003	1.3832e-002	0.	
1879	-3.4445e-003	3.7601e-003	0.	
1880	-2.128e-003	-1.4712e-002	0.	
1881	-1.8588e-003	-1.7005e-002	0.	
1882	2.0651e-005	-3.4236e-003	0.	
1883	-2.2815e-002	2.1353e-003	0.	
1884	-1.4948e-002	-1.5922e-002	0.	
1885	-1.4898e-002	-1.3569e-002	0.	
1886	-1.552e-002	-1.474e-002	0.	
1887	-1.3868e-002	-1.476e-002	0.	
1888	1.7953e-002	-1.6682e-002	0.	
1889	-1.5009e-002	-1.7351e-002	0.	
1890	1.0991e-002	-4.3631e-005	0.	
1891	9.5976e-003	-1.9796e-003	0.	
1892	-2.1232e-002	-4.875e-003	0.	
1893	6.131e-003	-2.287e-002	0.	
1894	-1.5588e-002	-1.2051e-002	0.	
1895	3.0888e-003	-1.2584e-002	0.	
1896	1.1419e-003	-1.4172e-002	0.	
1897	-6.7446e-003	-1.3162e-002	0.	
1898	7.7304e-003	1.879e-002	0.	
1899	7.5091e-003	1.7017e-002	0.	
1900	-1.4174e-002	2.2402e-004	0.	
1901	-1.3271e-002	1.4552e-003	0.	
1902	-1.4983e-002	1.5678e-003	0.	
1903	-1.242e-002	-1.9404e-002	0.	
1904	1.5655e-002	-4.5059e-004	0.	
1905	1.2142e-002	-1.7911e-003	0.	
1906	1.1973e-002	1.4864e-004	0.	
1907	1.1372e-002	-1.4525e-003	0.	
1908	1.3476e-002	-9.5594e-004	0.	
1909	1.0408e-002	7.2329e-004	0.	
1910	2.0807e-002	2.7498e-003	0.	
1911	1.5883e-002	-1.6266e-002	0.	
1912	-4.6096e-003	4.4805e-003	0.	
1913	1.3893e-002	-2.3717e-003	0.	
1914	-1.881e-002	5.2831e-003	0.	
1915	-2.046e-002	6.8552e-003	0.	
1916	1.5151e-002	-1.8073e-002	0.	
1917	2.2763e-003	1.6259e-002	0.	
1918	3.4487e-003	1.7391e-002	0.	
1919	1.896e-003	1.7934e-002	0.	
1920	5.7128e-003	1.2353e-002	0.	
1921	1.3199e-002	-7.431e-003	0.	
1922	4.6687e-003	1.3657e-002	0.	
1923	-8.236e-003	-1.2559e-002	0.	
1924	-1.617e-002	7.8645e-003	0.	
1925	-1.5689e-002	9.5531e-003	0.	
1926	-1.7268e-002	8.9717e-003	0.	
1927	8.3525e-003	1.5166e-002	0.	
1928	2.7466e-003	-2.5815e-003	0.	
1929	3.9485e-003	1.2316e-002	0.	
1930	1.6879e-002	1.3833e-002	0.	
1931	1.1592e-002	-1.0769e-002	0.	
1932	1.1774e-002	1.9902e-002	0.	
1933	1.3168e-002	1.8893e-002	0.	
1934	1.038e-002	-1.0899e-002	0.	
1935	1.1088e-002	-9.3908e-003	0.	
1936	1.7555e-002	-4.6727e-004	0.	
1937	-2.017e-002	5.8816e-003	0.	
1938	8.782e-003	-8.0247e-005	0.	
1939	-4.4582e-003	3.2455e-003	0.	
1940	1.7123e-002	1.0597e-002	0.	
1941	4.4012e-003	3.9949e-003	0.	
1942	5.829e-003	3.1528e-003	0.	
1943	7.2407e-003	-1.3376e-002	0.	
1944	1.2489e-002	-4.0861e-003	0.	
1945	-5.6132e-003	2.2567e-002	0.	
1946	-3.4647e-003	2.2453e-002	0.	
1947	8.8326e-004	-2.3055e-002	0.	
1948	2.0814e-002	8.2653e-003	0.	
1949	2.3462e-002	-5.5036e-003	0.	
1950	-3.4476e-003	1.5308e-002	0.	
1951	-3.3294e-003	1.3894e-002	0.	
1952	-1.7323e-002	5.5684e-003	0.	
1953	-1.5915e-002	4.5103e-003	0.	
1954	-1.7415e-002	-1.1673e-002	0.	
1955	-1.6535e-002	-8.7065e-003	0.	
1956	1.2259e-002	-1.189e-002	0.	
1957	-1.5025e-002	-2.9134e-003	0.	
1958	1.1778e-003	2.0649e-002	0.	
1959	-1.6656e-003	-2.1894e-002	0.	
1960	1.9796e-002	7.7758e-003	0.	
1961	1.1443e-002	-4.3114e-003	0.	
1962	-5.2723e-003	-1.2524e-002	0.	
1963	-6.6167e-003	-1.1598e-002	0.	
1964	-9.3862e-004	6.014e-003	0.	
1965	-1.2723e-004	6.7888e-003	0.	
1966	-1.7508e-002	-9.0772e-003	0.	
1967	1.5623e-002	1.0962e-003	0.	
1968	1.5406e-002	-4.8476e-003	0.	
1969	-3.9576e-003	2.1105e-002	0.	
1970	-4.8351e-003	2.0077e-002	0.	
1971	-5.9195e-003	2.1334e-002	0.	
1972	1.0904e-002	-2.1974e-002	0.	
1973	-8.5507e-003	1.1574e-002	0.	
1974	-1.021e-002	1.2066e-002	0.	
1975	-7.558e-003	-1.9633e-002	0.	
1976	9.8942e-003	-2.0147e-002	0.	
1977	-8.6883e-003	-5.7794e-003	0.	
1978	-7.1152e-003	-5.2158e-003	0.	
1979	4.6774e-003	-3.5412e-003	0.	
1980	-1.1783e-002	8.8911e-003	0.	
1981	2.779e-003	9.3882e-003	0.	
1982	-2.1982e-002	-5.6798e-003	0.	
1983	-2.256e-002	-4.0191e-003	0.	
1984	1.0119e-002	-1.6064e-002	0.	
1985	1.8658e-002	-3.5511e-003	0.	
1986	2.3786e-002	-3.889e-003	0.	
1987	-1.0398e-002	-6.8852e-003	0.	
1988	-1.1059e-002	-7.6969e-003	0.	
1989	-1.1976e-002	-6.1883e-003	0.	
1990	1.2589e-002	1.697e-002	0.	
1991	1.384e-002	1.5887e-002	0.	
1992	1.8166e-002	5.928e-003	0.	
1993	-1.7263e-002	-1.7442e-002	0.	
1994	-5.9641e-003	-1.5992e-002	0.	
1995	-1.8876e-002	-2.5234e-003	0.	
1996	1.1716e-002	-3.238e-003	0.	
1997	1.9004e-002	-1.2636e-002	0.	
1998	-1.9742e-002	9.8466e-003	0.	
1999	2.1502e-002	-2.5068e-003	0.	
2000	-4.7266e-003	-1.1741e-002	0.	
2001	-1.4241e-002	-1.5566e-002	0.	
2002	-1.6307e-002	-1.5141e-002	0.	
2003	1.3242e-002	-1.2901e-002	0.	
2004	1.4516e-002	-9.3664e-003	0.	
2005	-1.6152e-002	-1.7789e-002	0.	
2006	-4.5303e-003	-1.8684e-002	0.	
2007	-8.9008e-003	-2.1248e-002	0.	
2008	-2.7132e-003	1.6858e-002	0.	
2009	1.5628e-002	-1.7157e-002	0.	
2010	-2.2923e-002	-5.6423e-003	0.	
2011	-1.6667e-002	-7.0505e-003	0.	
2012	2.5442e-003	-7.5274e-003	0.	
2013	2.3154e-003	-9.7388e-003	0.	
2014	1.3949e-003	-9.1347e-003	0.	
2015	4.4619e-003	-8.786e-003	0.	
2016	4.1563e-003	-1.0947e-002	0.	
2017	-5.1114e-003	-4.5257e-003	0.	
2018	-2.6514e-003	-4.6929e-003	0.	
2019	-7.0839e-004	-1.0566e-002	0.	
2020	-1.6289e-003	-9.9617e-003	0.	
2021	2.6737e-003	-6.4301e-003	0.	
2022	4.0554e-003	-7.3383e-003	0.	
2023	8.0106e-004	-9.9257e-003	0.	
2024	-5.8729e-004	-8.9536e-003	0.	
2025	3.5696e-003	-1.1689e-002	0.	
2026	2.1818e-003	-1.0832e-002	0.	
2027	-1.9843e-003	-8.0727e-003	0.	
2028	-3.3932e-003	-7.2604e-003	0.	
2029	-3.1383e-003	-1.0602e-002	0.	
2030	-1.7576e-003	-1.1508e-002	0.	
2031	2.9476e-003	-8.9729e-003	0.	
2032	4.2899e-003	-9.854e-003	0.	
2033	1.5285e-003	-8.0415e-003	0.	
2034	-7.4942e-003	-4.1949e-003	0.	
2035	-1.3846e-002	2.979e-003	0.	
2036	-8.3284e-003	3.0968e-003	0.	
2037	-6.8591e-003	4.8974e-003	0.	
2038	-7.2162e-003	5.9387e-003	0.	
2039	-3.8144e-003	-1.6394e-003	0.	
2040	-6.3089e-003	6.3205e-003	0.	
2041	-5.7672e-003	4.7565e-003	0.	
2042	-1.2388e-002	1.8749e-003	0.	
2043	-1.2844e-002	3.4627e-003	0.	
2044	-1.0384e-002	-3.9836e-003	0.	
2045	-9.9633e-003	-5.5718e-003	0.	
2046	-9.4202e-003	3.2377e-003	0.	
2047	-8.7863e-003	1.7872e-003	0.	
2048	-7.7723e-003	4.5177e-003	0.	
2049	-1.4221e-002	2.5087e-003	0.	
2050	-7.3568e-003	3.4516e-003	0.	
2051	-1.3788e-002	-2.2193e-003	0.	
2052	-1.3595e-002	-3.2257e-003	0.	
2053	2.0248e-002	-1.0087e-002	0.	
2054	4.0664e-003	-1.1581e-004	0.	
2055	-1.3935e-002	1.4764e-002	0.	
2056	1.3319e-003	1.3013e-002	0.	
2057	2.8937e-003	1.2494e-002	0.	
2058	1.41e-003	1.7719e-002	0.	
2059	1.7219e-003	2.138e-002	0.	
2060	5.3796e-003	-2.1422e-002	0.	
2061	3.701e-003	-2.118e-002	0.	
2062	1.538e-003	-2.0899e-002	0.	
2063	-1.3072e-002	-2.0755e-002	0.	
2064	1.2969e-002	5.4121e-003	0.	
2065	-1.7805e-002	4.0209e-003	0.	
2066	-1.8217e-002	-1.5724e-002	0.	
2067	3.4725e-003	2.4241e-002	0.	
2068	2.2877e-002	-7.2361e-003	0.	
2069	2.8393e-004	4.4568e-003	0.	
2070	3.4184e-003	7.3525e-003	0.	
2071	6.0193e-003	-1.9771e-002	0.	
2072	-8.7686e-003	1.2704e-002	0.	
2073	-7.7032e-003	1.2457e-002	0.	
2074	5.709e-003	2.0195e-002	0.	
2075	-1.44e-002	-1.2451e-002	0.	
2076	-7.1689e-004	1.0169e-002	0.	
2077	5.1565e-004	1.1273e-002	0.	
2078	-3.5556e-003	-9.7843e-003	0.	
2079	-2.0462e-003	-9.1442e-003	0.	
2080	-4.7759e-003	-1.3293e-002	0.	
2081	7.0717e-004	-1.1014e-002	0.	
2082	-8.1144e-004	-1.1655e-002	0.	
2083	-3.6844e-003	-1.1331e-002	0.	
2084	-1.5766e-002	1.8022e-002	0.	
2085	-2.393e-002	1.3699e-003	0.	
2086	-1.0466e-002	-1.6251e-002	0.	
2087	1.8699e-002	1.2327e-003	0.	
2088	1.3009e-002	-1.8088e-002	0.	
2089	-1.2559e-003	2.098e-002	0.	
2090	2.1774e-002	4.9672e-003	0.	
2091	2.1408e-002	-1.1901e-002	0.	
2092	6.3161e-003	1.6567e-002	0.	
2093	5.904e-003	1.4937e-002	0.	
2094	6.4834e-003	1.7559e-002	0.	
2095	8.091e-003	5.8212e-003	0.	
2096	1.0991e-003	1.4717e-002	0.	
2097	5.908e-004	1.6853e-002	0.	
2098	-1.7859e-003	-2.4002e-002	0.	
2099	1.0294e-002	1.0192e-002	0.	
2100	2.051e-002	-3.8544e-003	0.	
2101	3.8544e-003	4.7886e-003	0.	
2102	7.772e-003	8.1767e-005	0.	
2103	1.7509e-002	6.8282e-005	0.	
2104	5.143e-003	-2.33e-002	0.	
2105	-6.6203e-004	-2.1194e-002	0.	
2106	8.2523e-003	3.2741e-003	0.	
2107	7.0953e-003	3.7556e-003	0.	
2108	2.2283e-002	-5.6034e-003	0.	
2109	-1.3597e-002	-1.4289e-002	0.	
2110	2.0067e-003	-4.7023e-003	0.	
2111	-6.7581e-003	-1.9453e-003	0.	
2112	-7.3394e-003	-3.0262e-003	0.	
2113	-8.9069e-003	-3.5572e-003	0.	
2114	-1.1169e-002	-1.8206e-002	0.	
2115	-9.4171e-003	-1.8301e-002	0.	
2116	-1.8746e-002	-4.7862e-003	0.	
2117	-2.025e-002	-4.9238e-003	0.	
2118	-1.9729e-002	3.3523e-003	0.	
2119	1.0063e-002	-5.5247e-003	0.	
2120	-1.7387e-002	9.6944e-004	0.	
2121	-1.9266e-002	-8.3788e-004	0.	
2122	-2.0595e-002	-1.7168e-003	0.	
2123	-1.7934e-002	1.9506e-003	0.	
2124	-1.7564e-002	7.1515e-003	0.	
2125	-1.8906e-002	3.9974e-003	0.	
2126	-2.0326e-002	4.9076e-003	0.	
2127	-2.148e-002	-5.7479e-003	0.	
2128	-1.9465e-002	-1.4761e-003	0.	
2129	-2.249e-002	-7.8269e-003	0.	
2130	1.7043e-002	-1.3033e-003	0.	
2131	-1.3084e-002	1.0305e-002	0.	
2132	-2.845e-005	-1.6078e-002	0.	
2133	-3.3556e-004	-7.4678e-003	0.	
2134	-8.2847e-004	-4.6117e-003	0.	
2135	1.0459e-002	1.8181e-002	0.	
2136	6.6601e-003	7.5518e-003	0.	
2137	5.0801e-003	7.197e-003	0.	
2138	-2.3703e-003	-6.2779e-004	0.	
2139	-3.3538e-003	-1.828e-004	0.	
2140	-1.5077e-002	5.0113e-003	0.	
2141	2.2198e-002	8.9254e-003	0.	
2142	-1.2198e-002	2.1247e-002	0.	
2143	-2.3922e-002	-5.4946e-004	0.	
2144	-9.4959e-003	-2.0465e-002	0.	
2145	-1.0647e-002	-2.0226e-002	0.	
2146	-9.1488e-003	-1.6599e-002	0.	
2147	-2.1977e-002	-4.1639e-003	0.	
2148	9.9242e-003	-2.239e-002	0.	
2149	-2.1386e-003	1.4825e-002	0.	
2150	1.1578e-002	2.9638e-003	0.	
2151	-1.9221e-003	-2.0747e-003	0.	
2152	-1.4507e-002	-5.6771e-003	0.	
2153	1.2893e-003	1.5941e-002	0.	
2154	4.3933e-003	-2.2781e-003	0.	
2155	-6.8557e-003	1.334e-002	0.	
2156	-8.5756e-003	1.3525e-002	0.	
2157	3.8023e-003	2.2613e-002	0.	
2158	-1.1179e-003	-1.5492e-002	0.	
2159	-1.4138e-003	-1.3881e-002	0.	
2160	-9.0024e-003	-4.0355e-003	0.	
2161	-1.3071e-003	-2.8427e-003	0.	
2162	1.7281e-002	-1.6021e-002	0.	
2163	-6.3257e-003	-1.4015e-002	0.	
2164	-5.7367e-003	-1.2771e-002	0.	
2165	1.0509e-002	-1.5176e-003	0.	
2166	-2.366e-002	-2.7906e-003	0.	
2167	8.7808e-003	9.1072e-003	0.	
2168	8.0631e-003	-2.1051e-002	0.	
2169	1.4139e-002	1.6858e-002	0.	
2170	-1.4365e-002	-1.9255e-002	0.	
2171	3.4741e-003	1.1059e-002	0.	
2172	4.2193e-003	9.6833e-003	0.	
2173	2.5563e-003	9.7952e-003	0.	
2174	7.6647e-003	2.2801e-002	0.	
2175	1.177e-002	-1.2158e-002	0.	
2176	1.1974e-002	-1.3342e-002	0.	
2177	-1.8139e-002	1.0606e-002	0.	
2178	1.7544e-002	-1.0287e-002	0.	
2179	1.942e-002	-4.4587e-003	0.	
2180	-1.4259e-002	1.4283e-002	0.	
2181	-1.4744e-002	1.5734e-002	0.	
2182	1.6079e-002	-7.2607e-003	0.	
2183	1.6773e-002	-9.4824e-003	0.	
2184	1.3956e-002	-8.0227e-003	0.	
2185	1.51e-002	-9.2338e-003	0.	
2186	1.667e-002	-1.0724e-002	0.	
2187	-1.1398e-002	1.7593e-002	0.	
2188	-1.1875e-002	-7.1696e-003	0.	
2189	-5.9851e-003	1.8245e-002	0.	
2190	-4.6108e-003	1.6037e-002	0.	
2191	-3.7705e-003	1.6619e-002	0.	
2192	-2.8187e-003	1.6042e-002	0.	
2193	4.6305e-003	-1.9085e-002	0.	
2194	3.6189e-003	1.5501e-002	0.	
2195	1.0961e-002	6.9482e-003	0.	
2196	6.5869e-003	-2.091e-002	0.	
2197	8.781e-003	-2.0452e-002	0.	
2198	-1.5286e-002	1.0711e-002	0.	
2199	-6.3669e-003	-1.6752e-002	0.	
2200	-1.5314e-002	1.4494e-002	0.	
2201	-9.4518e-003	2.2299e-003	0.	
2202	1.2238e-002	6.1547e-003	0.	
2203	5.3999e-004	-9.0421e-004	0.	
2204	7.8549e-003	1.2098e-002	0.	
2205	9.6345e-003	1.4622e-002	0.	
2206	9.2929e-003	1.3033e-002	0.	
2207	8.9037e-003	1.095e-002	0.	
2208	-2.0172e-002	-1.3216e-002	0.	
2209	9.6881e-003	-3.4853e-003	0.	
2210	1.0359e-002	-1.176e-002	0.	
2211	8.9629e-003	-1.2409e-002	0.	
2212	-1.2828e-002	-1.5998e-002	0.	
2213	-1.217e-002	-1.5001e-002	0.	
2214	-1.3355e-002	-1.7158e-002	0.	
2215	-1.1756e-002	-1.7218e-002	0.	
2216	-6.0921e-003	1.4216e-002	0.	
2217	-1.8692e-002	1.2613e-002	0.	
2218	-1.7867e-002	1.3307e-002	0.	
2219	-1.7503e-002	1.17e-002	0.	
2220	-1.6243e-002	1.4218e-002	0.	
2221	4.4309e-003	1.131e-002	0.	
2222	-1.3865e-003	1.5828e-002	0.	
2223	-2.8607e-004	1.5395e-002	0.	
2224	1.9646e-004	1.388e-002	0.	
2225	-7.1864e-004	1.6922e-002	0.	
2226	8.5609e-003	4.4427e-003	0.	
2227	7.3131e-003	-1.8918e-002	0.	
2228	9.0923e-003	-1.951e-002	0.	
2229	7.9823e-003	-1.8372e-002	0.	
2230	7.3354e-003	-2.0338e-002	0.	
2231	-2.1398e-002	7.1926e-003	0.	
2232	4.8089e-003	2.2062e-002	0.	
2233	1.0887e-002	1.4947e-002	0.	
2234	-2.3076e-002	8.4595e-003	0.	
2235	-1.7599e-002	-7.3221e-004	0.	
2236	-1.6313e-003	-2.3102e-002	0.	
2237	1.9742e-002	1.2111e-003	0.	
2238	1.6068e-002	-1.202e-003	0.	
