Node Number	X Location (m)	Y Location (m)	Z Location (m)	
4211	-1.6421e-002	4.1994e-003	0.	
4212	-1.0945e-003	6.5669e-003	0.	
4213	5.2945e-003	1.4317e-002	0.	
4214	2.0779e-002	3.3229e-003	0.	
4215	-4.6571e-003	-1.7147e-002	0.	
4216	9.8934e-003	-2.0745e-002	0.	
4217	1.5556e-002	2.9108e-003	0.	
4218	-3.9856e-004	-3.7593e-003	0.	
4219	7.3127e-003	1.179e-002	0.	
4220	8.3433e-003	1.0672e-002	0.	
4221	4.1857e-003	-5.6478e-003	0.	
4222	-1.5771e-002	-1.4148e-002	0.	
4223	-1.4395e-002	-1.4711e-002	0.	
4224	-1.5471e-002	-1.3577e-002	0.	
4225	1.7795e-002	-1.6131e-002	0.	
4226	-4.9717e-004	-2.4483e-002	0.	
4227	-4.4385e-003	5.4588e-003	0.	
4228	2.4684e-003	-1.8397e-002	0.	
4229	2.435e-002	-1.8066e-003	0.	
4230	4.8464e-003	-1.494e-002	0.	
4231	-2.5122e-003	-2.0828e-002	0.	
4232	-2.1784e-002	-4.7222e-003	0.	
4233	9.1639e-003	8.731e-003	0.	
4234	-2.3049e-002	7.4317e-004	0.	
4235	-6.8691e-003	-2.201e-002	0.	
4236	-6.2828e-003	-1.35e-002	0.	
4237	1.6556e-002	2.284e-003	0.	
4238	7.4378e-003	1.645e-002	0.	
4239	1.3697e-002	-1.9963e-002	0.	
4240	2.7302e-003	-2.3307e-002	0.	
4241	1.1796e-002	-1.7501e-002	0.	
4242	-1.3407e-002	3.4182e-003	0.	
4243	-1.2691e-002	1.4219e-003	0.	
4244	-1.3603e-002	1.8651e-004	0.	
4245	1.4548e-002	-1.0799e-002	0.	
4246	-1.1665e-002	-1.4943e-002	0.	
4247	1.488e-004	7.7639e-003	0.	
4248	1.6098e-002	-7.0025e-004	0.	
4249	1.4292e-002	1.7372e-002	0.	
4250	1.0611e-002	1.1739e-003	0.	
4251	1.3266e-002	-1.4482e-003	0.	
4252	1.1217e-002	-1.945e-003	0.	
4253	1.182e-002	-4.0109e-004	0.	
4254	1.2378e-002	-1.3022e-003	0.	
4255	1.183e-002	-7.9739e-003	0.	
4256	1.1674e-002	1.7697e-002	0.	
4257	2.0281e-002	2.5273e-003	0.	
4258	-1.9186e-002	1.5236e-002	0.	
4259	-1.7341e-003	-1.4299e-002	0.	
4260	1.5589e-002	-1.5797e-002	0.	
4261	3.7091e-003	-1.7399e-002	0.	
4262	-1.3827e-002	4.4067e-003	0.	
4263	-1.4894e-002	4.2612e-003	0.	
4264	4.0399e-003	-2.0722e-002	0.	
4265	1.3699e-002	-2.8677e-003	0.	
4266	-1.2706e-003	-4.9461e-003	0.	
4267	4.1451e-003	-6.8061e-003	0.	
4268	1.2292e-002	2.0152e-002	0.	
4269	-6.6242e-003	2.2789e-002	0.	
4270	1.3506e-002	-4.3535e-003	0.	
4271	-2.0583e-002	6.2747e-003	0.	
4272	-2.0063e-002	6.4086e-003	0.	
4273	1.0395e-002	-1.9968e-002	0.	
4274	1.5702e-002	-1.7966e-002	0.	
4275	-6.571e-003	9.7873e-003	0.	
4276	2.1946e-002	-1.5474e-003	0.	
4277	2.2761e-002	-9.2625e-004	0.	
4278	1.4473e-002	-1.4872e-002	0.	
4279	-2.0091e-002	-1.1496e-002	0.	
4280	3.3322e-003	1.6702e-002	0.	
4281	2.8134e-003	1.6172e-002	0.	
4282	6.2664e-003	1.2536e-002	0.	
4283	-7.9803e-003	-2.118e-002	0.	
4284	-5.9016e-003	-1.9868e-002	0.	
4285	4.7945e-003	1.4212e-002	0.	
4286	4.2933e-003	2.2391e-002	0.	
4287	-1.6744e-002	9.127e-003	0.	
4288	-1.5162e-002	9.7661e-003	0.	
4289	-8.4559e-003	-1.3093e-002	0.	
4290	1.9134e-002	-9.8406e-003	0.	
4291	2.2606e-002	-7.7927e-003	0.	
4292	6.6989e-003	-1.3549e-002	0.	
4293	6.4865e-003	1.5041e-002	0.	
4294	7.749e-004	-2.2573e-002	0.	
4295	-1.2318e-002	4.1652e-004	0.	
4296	-1.1687e-002	1.0629e-002	0.	
4297	1.6554e-002	1.1208e-003	0.	
4298	-2.2224e-002	1.0156e-002	0.	
4299	1.3405e-002	2.052e-002	0.	
4300	-1.4242e-002	1.5264e-002	0.	
4301	-1.3717e-002	1.5285e-002	0.	
4302	3.1238e-003	-1.397e-003	0.	
4303	1.4683e-002	1.7023e-002	0.	
4304	-5.4742e-003	-1.5762e-002	0.	
4305	1.0207e-002	-4.9885e-003	0.	
4306	4.5423e-003	1.2197e-002	0.	
4307	-1.76e-002	5.1029e-003	0.	
4308	-9.3512e-003	-3.2277e-003	0.	
4309	-2.308e-003	5.3416e-003	0.	
4310	1.3771e-002	-5.2765e-003	0.	
4311	1.0852e-002	-9.9067e-003	0.	
4312	1.3572e-002	1.8558e-002	0.	
4313	1.2264e-002	1.9577e-002	0.	
4314	1.7489e-002	-1.0593e-003	0.	
4315	1.7055e-002	-7.3549e-004	0.	
4316	1.4212e-002	1.1935e-002	0.	
4317	1.0851e-003	-3.5037e-003	0.	
4318	-2.0705e-002	5.6941e-003	0.	
4319	-1.568e-002	-1.8142e-002	0.	
4320	-6.6843e-003	1.6654e-002	0.	
4321	8.4045e-003	-5.025e-004	0.	
4322	2.8493e-003	7.3107e-003	0.	
4323	2.6068e-003	7.8964e-003	0.	
4324	1.2955e-002	-7.9348e-003	0.	
4325	1.54e-002	1.4556e-002	0.	
4326	7.1365e-003	7.9269e-003	0.	
4327	-4.9534e-003	2.9709e-003	0.	
4328	-1.8621e-002	1.5836e-002	0.	
4329	-2.2027e-002	3.3911e-003	0.	
4330	-5.7724e-003	2.0343e-002	0.	
4331	-6.8801e-003	2.0179e-002	0.	
4332	3.4208e-003	1.9422e-002	0.	
4333	-2.3455e-003	2.2284e-002	0.	
4334	9.5655e-003	2.1422e-002	0.	
4335	1.1087e-002	8.7061e-003	0.	
4336	-1.0659e-005	6.1838e-003	0.	
4337	3.8376e-003	4.2544e-003	0.	
4338	-2.3339e-002	1.9761e-003	0.	
4339	-7.5654e-003	-1.0992e-002	0.	
4340	8.807e-003	-7.5869e-003	0.	
4341	9.8527e-003	-8.1477e-003	0.	
4342	1.2914e-002	-4.5753e-003	0.	
4343	3.7656e-003	1.7175e-003	0.	
4344	-4.3712e-003	9.7822e-003	0.	
4345	-5.3384e-003	1.0051e-002	0.	
4346	-5.1442e-003	8.8613e-003	0.	
4347	-5.1585e-003	2.2142e-002	0.	
4348	-3.828e-003	2.2868e-002	0.	
4349	1.1675e-002	2.1415e-002	0.	
4350	2.3594e-002	-4.917e-003	0.	
4351	1.7531e-002	-9.0248e-003	0.	
4352	-1.1837e-002	3.6117e-003	0.	
4353	-1.1264e-002	3.6977e-003	0.	
4354	1.1907e-002	-1.8603e-002	0.	
4355	8.3559e-003	1.1225e-002	0.	
4356	7.3072e-003	1.2374e-002	0.	
4357	-2.9271e-003	1.3607e-002	0.	
4358	-2.3462e-002	2.8509e-003	0.	
4359	-1.4046e-002	-1.9707e-002	0.	
4360	1.1547e-002	-1.9931e-002	0.	
4361	1.1213e-002	-2.0346e-002	0.	
4362	1.2806e-002	-1.8991e-002	0.	
4363	1.2999e-003	1.3597e-002	0.	
4364	-6.3612e-003	-2.2005e-002	0.	
4365	1.5542e-002	-1.482e-002	0.	
4366	-1.0509e-002	1.8729e-002	0.	
4367	4.5998e-003	-1.6177e-002	0.	
4368	-1.6372e-002	4.8403e-003	0.	
4369	-1.7742e-002	-1.1224e-002	0.	
4370	-5.7886e-003	2.1952e-002	0.	
4371	1.3287e-002	2.7187e-003	0.	
4372	1.3917e-002	3.5784e-003	0.	
4373	1.484e-002	1.6145e-003	0.	
4374	1.0919e-002	3.5569e-003	0.	
4375	-1.3699e-002	-2.6975e-003	0.	
4376	-1.3867e-002	-1.7042e-003	0.	
4377	1.384e-002	9.3537e-003	0.	
4378	-1.8837e-002	1.3275e-003	0.	
4379	1.0685e-002	6.4746e-003	0.	
4380	-1.515e-002	-3.4066e-003	0.	
4381	-7.4227e-003	1.4705e-002	0.	
4382	-8.4723e-003	1.4716e-002	0.	
4383	-7.8165e-003	1.386e-002	0.	
4384	1.5188e-003	2.2241e-002	0.	
4385	-4.1006e-003	2.2143e-002	0.	
4386	1.7037e-002	-2.7672e-003	0.	
4387	1.676e-003	-1.1078e-002	0.	
4388	-1.3446e-002	1.7191e-002	0.	
4389	1.0559e-003	-1.8916e-002	0.	
4390	-2.264e-003	-2.1803e-002	0.	
4391	-9.4066e-003	1.3296e-002	0.	
4392	-9.5568e-003	-1.2355e-002	0.	
4393	9.3982e-003	-2.1574e-002	0.	
4394	-1.4489e-002	1.8986e-002	0.	
4395	-1.6202e-002	-3.9188e-003	0.	
4396	4.7018e-003	-5.989e-003	0.	
4397	8.8312e-003	3.1132e-003	0.	
4398	8.917e-003	1.3923e-002	0.	
4399	1.184e-002	-4.7082e-003	0.	
4400	6.2283e-003	1.8378e-002	0.	
4401	-5.303e-003	-1.3045e-002	0.	
4402	-6.1556e-003	-1.1918e-002	0.	
4403	-7.5274e-003	7.9928e-003	0.	
4404	1.1846e-002	-1.2736e-002	0.	
4405	1.0268e-002	1.7645e-002	0.	
4406	1.434e-002	6.7382e-003	0.	
4407	1.5422e-002	7.0347e-003	0.	
4408	1.3258e-002	6.4417e-003	0.	
4409	1.4788e-002	5.0626e-003	0.	
4410	1.3576e-002	7.4277e-003	0.	
4411	1.2537e-002	7.1655e-003	0.	
4412	1.5671e-002	7.9762e-003	0.	
4413	1.4611e-002	7.7303e-003	0.	
4414	1.5105e-002	6.0486e-003	0.	
4415	1.4023e-002	5.7522e-003	0.	
4416	2.7847e-004	7.1762e-003	0.	
4417	-1.3443e-003	5.6266e-003	0.	
4418	6.2361e-003	5.7334e-003	0.	
4419	-1.9485e-002	-5.258e-003	0.	
4420	-2.0087e-002	-6.1861e-003	0.	
4421	-1.8943e-002	-1.4552e-002	0.	
4422	8.2317e-003	-2.0564e-002	0.	
4423	-1.7074e-002	-8.6409e-003	0.	
4424	-4.4429e-003	-2.8687e-004	0.	
4425	8.6119e-003	-2.0937e-002	0.	
4426	1.2649e-002	-3.5401e-003	0.	
4427	-2.4903e-003	5.9252e-003	0.	
4428	-1.8037e-002	3.5815e-003	0.	
4429	-1.7624e-002	1.4276e-003	0.	
4430	6.7555e-003	-2.0423e-002	0.	
4431	7.434e-003	-1.8487e-002	0.	
4432	8.5698e-003	-1.9593e-002	0.	
4433	7.8126e-003	-1.8856e-002	0.	
4434	9.4898e-003	1.1082e-002	0.	
4435	1.6087e-002	8.6669e-004	0.	
4436	1.5101e-002	-5.3239e-003	0.	
4437	1.7175e-002	1.3011e-002	0.	
4438	1.5464e-002	1.6325e-002	0.	
4439	7.1346e-003	-2.0793e-002	0.	
4440	2.9876e-003	6.192e-003	0.	
4441	3.3114e-003	5.1511e-003	0.	
4442	-5.6007e-003	2.0846e-002	0.	
4443	-4.4197e-003	1.9675e-002	0.	
4444	-4.3436e-003	2.1404e-002	0.	
4445	-1.8066e-002	6.9453e-003	0.	
4446	-1.1336e-002	1.4922e-002	0.	
4447	-1.2337e-002	1.5161e-002	0.	
4448	-2.6998e-003	-1.964e-002	0.	
4449	-1.102e-002	6.3646e-003	0.	
4450	-5.3838e-003	5.1641e-003	0.	
4451	-9.6636e-003	1.1956e-002	0.	
4452	-8.0153e-003	1.1411e-002	0.	
4453	-1.1549e-002	-1.8591e-002	0.	
4454	1.3221e-002	1.9475e-002	0.	
4455	1.4269e-002	1.9923e-002	0.	
4456	-7.0552e-003	-2.1213e-002	0.	
4457	-5.9049e-003	1.7223e-002	0.	
4458	-1.2653e-002	-2.1009e-002	0.	
4459	-3.4203e-003	-2.4258e-002	0.	
4460	-3.7184e-003	-2.3237e-002	0.	
4461	-3.4985e-003	-5.336e-003	0.	
4462	-2.1661e-002	-3.7394e-003	0.	
4463	1.3147e-002	1.8335e-002	0.	
4464	-7.6255e-003	-5.4359e-003	0.	
4465	-9.1635e-003	-5.9466e-003	0.	
4466	-3.4452e-003	1.7466e-002	0.	
4467	-1.221e-002	-3.651e-003	0.	
4468	1.4817e-002	3.7085e-003	0.	
4469	-1.8995e-002	1.2247e-002	0.	
4470	2.3176e-002	6.3446e-003	0.	
4471	6.7928e-003	1.6224e-002	0.	
4472	-4.0252e-003	-1.2725e-002	0.	
4473	-1.136e-002	9.2541e-003	0.	
4474	1.7336e-002	-1.422e-002	0.	
4475	-9.2086e-003	2.1453e-002	0.	
4476	-6.8384e-003	8.0585e-003	0.	
4477	6.5668e-003	-1.4099e-002	0.	
4478	-1.2529e-002	-1.8866e-002	0.	
4479	-5.774e-004	-2.1791e-002	0.	
4480	-2.3732e-002	6.0349e-003	0.	
4481	1.7056e-002	3.1671e-004	0.	
4482	-3.9148e-003	-2.4183e-002	0.	
4483	1.7268e-002	1.7379e-002	0.	
4484	-3.8818e-004	2.35e-002	0.	
4485	2.163e-002	6.814e-003	0.	
4486	-1.7935e-002	1.139e-002	0.	
4487	-1.8286e-002	1.2939e-002	0.	
4488	1.5405e-002	-1.8936e-002	0.	
4489	-3.2946e-003	1.633e-002	0.	
4490	-2.2718e-002	-3.4837e-003	0.	
4491	-2.2053e-002	-5.1954e-003	0.	
4492	1.0178e-003	3.5213e-003	0.	
4493	-1.1846e-003	-2.3299e-002	0.	
4494	-7.5587e-003	-1.9086e-002	0.	
4495	-2.3367e-002	-5.3115e-003	0.	
4496	1.0032e-002	-1.8024e-002	0.	
4497	1.6546e-002	1.6695e-002	0.	
4498	2.3827e-002	-3.3903e-003	0.	
4499	1.6814e-003	-2.2396e-002	0.	
4500	-1.3986e-004	-5.7925e-003	0.	
4501	-1.2006e-003	-5.4622e-003	0.	
4502	1.4232e-002	1.5475e-002	0.	
4503	1.3e-002	1.6596e-002	0.	
4504	1.2379e-002	1.6412e-002	0.	
4505	2.0085e-002	1.401e-002	0.	
4506	9.5746e-004	-2.4565e-002	0.	
4507	4.5775e-003	3.1088e-005	0.	
4508	1.819e-002	5.3515e-003	0.	
4509	1.7866e-002	1.209e-002	0.	
4510	-1.4777e-002	1.4355e-002	0.	
4511	-1.8158e-002	-1.8997e-003	0.	
4512	2.3022e-003	-1.3765e-002	0.	
4513	-9.4896e-003	2.0336e-002	0.	
4514	-4.0575e-003	-8.5304e-003	0.	
4515	-1.6674e-002	-1.7398e-002	0.	
4516	6.2477e-003	-1.5367e-002	0.	
4517	-1.9167e-002	1.3546e-002	0.	
4518	-1.9741e-002	1.4475e-002	0.	
4519	1.1453e-002	1.9178e-002	0.	
4520	2.3189e-002	7.8715e-003	0.	
4521	8.2368e-003	2.0286e-002	0.	
4522	2.2259e-002	4.9086e-003	0.	
4523	2.2001e-002	5.4546e-003	0.	
4524	-1.1281e-002	-5.7093e-003	0.	
4525	7.5988e-003	6.7184e-003	0.	
4526	8.7046e-003	7.1011e-003	0.	
4527	9.6129e-003	1.6934e-002	0.	
4528	9.3577e-003	-1.2808e-002	0.	
4529	-7.5725e-004	1.8514e-002	0.	
4530	-1.8602e-002	-1.8093e-003	0.	
4531	-4.9469e-003	-8.0766e-003	0.	
4532	5.7111e-003	-1.9212e-002	0.	
4533	-7.7021e-003	-1.6712e-002	0.	
4534	-1.3246e-002	-8.8776e-003	0.	
4535	-1.3956e-002	1.0546e-002	0.	
4536	-1.2124e-002	4.5404e-003	0.	
4537	1.9123e-002	-1.3175e-002	0.	
4538	6.4657e-003	-1.4763e-002	0.	
4539	1.3185e-002	3.4948e-003	0.	
4540	4.5634e-003	1.5154e-002	0.	
4541	-1.1582e-002	-7.6769e-003	0.	
4542	-1.7435e-002	9.4426e-003	0.	
4543	-1.5865e-002	1.4631e-002	0.	
4544	-2.7341e-003	9.0201e-003	0.	
4545	1.6771e-002	-3.8893e-003	0.	
4546	5.3349e-003	2.087e-002	0.	
4547	9.2465e-003	2.0446e-002	0.	
4548	-1.6099e-002	1.5156e-004	0.	
4549	-1.6643e-002	-5.1897e-004	0.	
4550	-1.7776e-002	-2.8238e-004	0.	
4551	-1.4477e-002	-9.6958e-004	0.	
4552	-1.556e-002	-7.4428e-004	0.	
4553	-1.6369e-002	5.9948e-004	0.	
4554	-5.2318e-003	-1.197e-002	0.	
4555	-1.6472e-002	-1.5689e-002	0.	
4556	-1.5908e-002	-1.5582e-002	0.	
4557	-1.4628e-002	-1.5171e-002	0.	
4558	-8.1256e-003	1.1996e-002	0.	
4559	1.4305e-002	-9.8777e-003	0.	
4560	-3.5084e-004	-1.2873e-002	0.	
4561	-1.0487e-002	2.2126e-002	0.	
4562	-1.6166e-002	-1.843e-002	0.	
4563	-4.3177e-003	-1.8155e-002	0.	
4564	-2.1517e-002	3.6162e-003	0.	
4565	-3.9863e-003	-1.8662e-002	0.	
4566	-3.3388e-003	-1.8945e-003	0.	
4567	-3.5642e-003	3.2084e-003	0.	
4568	-1.9213e-002	5.7624e-003	0.	
4569	-8.6357e-004	-1.4484e-002	0.	
4570	-5.6437e-004	-1.6053e-002	0.	
4571	1.6559e-002	1.4432e-002	0.	
4572	-1.7276e-002	1.7406e-002	0.	
4573	-2.2063e-003	2.1832e-002	0.	
4574	1.0998e-002	-1.918e-002	0.	
4575	1.2191e-002	-1.9483e-002	0.	
4576	-1.6079e-002	-7.0537e-003	0.	
4577	-9.3414e-003	-2.1565e-002	0.	
4578	-6.5187e-003	1.5631e-002	0.	
4579	1.7495e-003	-1.9159e-003	0.	
4580	-1.7508e-002	3.7037e-003	0.	
4581	-2.2493e-002	3.0363e-003	0.	
4582	-1.743e-002	1.6425e-002	0.	
4583	-6.071e-003	-1.9112e-004	0.	
4584	1.9787e-002	1.1268e-002	0.	
4585	9.9944e-003	-6.0186e-003	0.	
4586	1.9633e-002	1.308e-004	0.	
4587	1.9387e-002	-8.2478e-004	0.	
4588	-2.2253e-003	1.6873e-002	0.	
4589	-1.3557e-002	8.5397e-003	0.	
4590	1.3525e-002	-1.8339e-002	0.	
4591	8.0678e-003	-4.8853e-003	0.	
4592	7.667e-003	-8.1648e-003	0.	
4593	7.5334e-003	-9.2579e-003	0.	
4594	8.6734e-003	-8.68e-003	0.	
4595	6.9278e-003	-5.4633e-003	0.	
4596	7.0614e-003	-4.3701e-003	0.	
4597	5.7878e-003	-6.0412e-003	0.	
4598	5.9214e-003	-4.948e-003	0.	
4599	6.3934e-003	-9.8358e-003	0.	
4600	6.527e-003	-8.7427e-003	0.	
4601	5.2534e-003	-1.0414e-002	0.	
4602	5.387e-003	-9.3206e-003	0.	
4603	8.5398e-003	-9.7731e-003	0.	
4604	7.3998e-003	-1.0351e-002	0.	
4605	6.2598e-003	-1.0929e-002	0.	
4606	5.1198e-003	-1.1507e-002	0.	
4607	9.6798e-003	-9.1952e-003	0.	
4608	6.7942e-003	-6.5564e-003	0.	
4609	6.6606e-003	-7.6495e-003	0.	
4610	5.6542e-003	-7.1343e-003	0.	
4611	5.5206e-003	-8.2274e-003	0.	
4612	7.8006e-003	-7.0716e-003	0.	
4613	7.9342e-003	-5.9785e-003	0.	
4614	7.1512e-003	-3.2877e-003	0.	
4615	6.055e-003	-3.8549e-003	0.	
4616	1.4617e-003	-8.5881e-003	0.	
4617	4.2231e-003	-1.0401e-002	0.	
4618	4.3567e-003	-9.3074e-003	0.	
4619	2.2486e-003	-1.0285e-002	0.	
4620	2.6494e-003	-7.006e-003	0.	
4621	6.9634e-003	-9.5468e-003	0.	
4622	6.8298e-003	-1.064e-002	0.	
4623	7.2306e-003	-7.3606e-003	0.	
4624	7.097e-003	-8.4537e-003	0.	
4625	7.6893e-003	-4.0321e-003	0.	
4626	7.3642e-003	-6.2674e-003	0.	
4627	7.4978e-003	-5.1743e-003	0.	
4628	2.0189e-003	-7.7674e-003	0.	
4629	2.1891e-003	-6.7039e-003	0.	
4630	4.817e-003	-9.6095e-003	0.	
4631	4.9941e-003	-8.5177e-003	0.	
4632	4.5498e-003	-1.1796e-002	0.	
4633	4.6834e-003	-1.0703e-002	0.	
4634	5.3514e-003	-5.237e-003	0.	
4635	5.485e-003	-4.1438e-003	0.	
4636	5.0842e-003	-7.4233e-003	0.	
4637	5.2178e-003	-6.3301e-003	0.	
4638	9.1098e-003	-9.4842e-003	0.	
4639	9.2434e-003	-8.391e-003	0.	
4640	5.4122e-004	-7.9839e-003	0.	
4641	3.5246e-003	-7.5804e-003	0.	
4642	3.481e-003	-8.7327e-003	0.	
4643	8.1034e-003	-8.9689e-003	0.	
4644	7.9698e-003	-1.0062e-002	0.	
4645	5.8234e-003	-1.0125e-002	0.	
4646	5.6898e-003	-1.1218e-002	0.	
4647	6.3578e-003	-5.7522e-003	0.	
4648	6.2242e-003	-6.8453e-003	0.	
4649	5.957e-003	-9.0316e-003	0.	
4650	6.0906e-003	-7.9385e-003	0.	
4651	8.5042e-003	-5.6895e-003	0.	
4652	8.237e-003	-7.8758e-003	0.	
4653	6.4914e-003	-4.6591e-003	0.	
4654	6.625e-003	-3.5659e-003	0.	
4655	1.1302e-002	-4.8279e-004	0.	
4656	-1.7522e-002	-1.3635e-002	0.	
4657	-1.1993e-002	-1.2258e-002	0.	
4658	-1.063e-002	-1.0834e-002	0.	
4659	-9.5415e-003	-1.049e-002	0.	
4660	-8.5248e-003	-1.0226e-002	0.	
4661	-7.4742e-003	-9.8965e-003	0.	
4662	-1.374e-002	-1.1831e-002	0.	
4663	-1.1676e-002	-1.1216e-002	0.	
4664	-1.2697e-002	-1.1502e-002	0.	
4665	-1.0184e-002	2.0835e-002	0.	
4666	1.7883e-003	-9.9833e-003	0.	
4667	1.9219e-003	-8.8902e-003	0.	
4668	3.3027e-003	-9.7964e-003	0.	
4669	4.0762e-004	-9.0771e-003	0.	
4670	3.1691e-003	-1.089e-002	0.	
4671	-3.0954e-003	-1.0086e-002	0.	
4672	3.8297e-003	-9.5519e-003	0.	
4673	-2.2178e-003	-1.1206e-002	0.	
4674	-3.5986e-003	-1.03e-002	0.	
4675	-1.5568e-003	-8.3904e-003	0.	
4676	4.0227e-003	-1.204e-002	0.	
4677	-1.1941e-004	-9.3216e-003	0.	
4678	1.2613e-003	-1.0228e-002	0.	
4679	-2.0891e-003	-9.6596e-003	0.	
4680	-2.4931e-004	-1.091e-002	0.	
4681	3.6961e-003	-1.0645e-002	0.	
4682	9.3466e-004	-8.8326e-003	0.	
4683	2.7756e-003	-1.0041e-002	0.	
4684	-6.9735e-003	-4.0161e-003	0.	
4685	-1.7044e-002	1.2041e-002	0.	
4686	2.5271e-003	2.5057e-003	0.	
4687	-8.8743e-003	3.1672e-003	0.	
4688	-6.3131e-003	4.827e-003	0.	
4689	-8.1909e-003	4.1164e-003	0.	
4690	-5.9804e-003	3.8228e-003	0.	
4691	-7.0478e-003	3.9266e-003	0.	
4692	-5.9708e-003	6.7448e-003	0.	
4693	-3.752e-003	6.4867e-003	0.	
4694	-9.1792e-003	7.2227e-003	0.	
4695	-7.0275e-003	6.9095e-003	0.	
4696	-8.1193e-003	7.0504e-003	0.	
4697	-7.6081e-003	2.4612e-003	0.	
4698	-7.5836e-003	5.4885e-003	0.	
4699	-6.4917e-003	5.3476e-003	0.	
4700	-8.6957e-003	2.6466e-003	0.	
4701	-1.402e-002	2.0134e-003	0.	
4702	-9.6679e-003	3.7578e-003	0.	
4703	-1.3065e-002	3.9267e-003	0.	
4704	-5.5886e-003	4.2359e-003	0.	
4705	-6.6805e-003	4.3768e-003	0.	
4706	-8.5789e-003	3.6407e-003	0.	
4707	7.0987e-003	5.9622e-003	0.	
4708	-1.6137e-002	9.9493e-003	0.	
4709	-9.453e-003	-1.614e-002	0.	
4710	-1.1411e-003	-2.3745e-002	0.	
4711	3.8849e-004	6.5625e-003	0.	
4712	-7.8929e-004	5.4525e-003	0.	
4713	-2.4041e-003	-1.2447e-003	0.	
4714	2.171e-002	-9.0181e-003	0.	
4715	3.1874e-003	-6.1759e-003	0.	
4716	-5.e-003	-2.4069e-002	0.	
4717	-1.5453e-003	-3.7972e-003	0.	
4718	-1.3012e-002	-3.1851e-003	0.	
4719	-7.7209e-003	9.9715e-003	0.	
4720	1.1919e-003	-1.0508e-004	0.	
4721	5.4001e-003	1.9821e-002	0.	
4722	-8.417e-003	-2.0946e-003	0.	
4723	1.5198e-002	-7.2739e-003	0.	
4724	1.7123e-002	-6.2296e-003	0.	
4725	1.6082e-002	-6.6297e-003	0.	
4726	-5.3106e-004	3.5916e-003	0.	
4727	-1.9321e-003	5.7573e-003	0.	
4728	-1.2038e-003	3.6852e-003	0.	
4729	-8.3957e-004	2.6491e-003	0.	
4730	1.4164e-004	3.498e-003	0.	
4731	-1.793e-002	8.1887e-003	0.	
4732	8.0805e-003	-1.4405e-003	0.	
4733	2.0047e-002	-3.9748e-003	0.	
4734	2.0854e-002	-4.7068e-003	0.	
4735	-1.339e-002	1.4776e-002	0.	
4736	-7.4258e-003	-3.5761e-003	0.	
4737	1.7204e-003	1.1886e-002	0.	
4738	2.1691e-003	1.6525e-003	0.	
4739	1.6523e-002	-1.7423e-002	0.	
4740	-5.7494e-003	-2.2797e-002	0.	
4741	-1.2683e-002	1.6118e-002	0.	
4742	9.1513e-003	-3.4992e-003	0.	
4743	-2.4326e-002	2.5443e-003	0.	
4744	6.8406e-003	-1.2957e-002	0.	
4745	7.9049e-003	-1.2696e-002	0.	
4746	3.3448e-003	2.2966e-002	0.	
4747	3.2048e-003	-2.1115e-002	0.	
4748	4.7845e-003	-2.1343e-002	0.	
4749	3.4278e-003	-2.1703e-002	0.	
4750	1.1273e-002	1.9741e-002	0.	
4751	1.2456e-002	5.2202e-003	0.	
4752	1.6083e-002	1.3083e-002	0.	
4753	1.4349e-002	-1.5967e-002	0.	
4754	-3.9913e-003	-3.02e-003	0.	
4755	1.1521e-002	-1.5809e-002	0.	
4756	1.2504e-002	2.0649e-002	0.	
4757	1.2572e-002	-1.3309e-002	0.	
4758	-1.6471e-002	-1.2164e-002	0.	
4759	-8.4731e-003	-3.896e-003	0.	
4760	-2.0275e-002	-8.8556e-003	0.	
4761	-1.8958e-002	-5.2602e-003	0.	
4762	3.636e-003	6.8505e-003	0.	
4763	-2.8387e-004	-1.3657e-002	0.	
4764	-1.2494e-004	-1.4357e-002	0.	
4765	1.6104e-003	1.8752e-003	0.	
4766	7.315e-003	-1.7057e-002	0.	
4767	5.4418e-003	-1.9823e-002	0.	
4768	2.1462e-003	-1.8909e-002	0.	
4769	-7.1705e-003	1.2333e-002	0.	
4770	3.1738e-003	2.1385e-003	0.	
4771	1.8187e-002	-1.3679e-002	0.	
4772	1.7064e-002	-1.373e-002	0.	
4773	-8.8235e-003	2.0997e-002	0.	
4774	-9.0762e-003	1.9934e-002	0.	
4775	-1.4827e-002	-4.8039e-003	0.	
4776	-1.3652e-002	-4.6149e-003	0.	
4777	6.7014e-004	1.0731e-002	0.	
4778	1.5245e-004	1.0884e-002	0.	
4779	-1.1145e-003	9.7935e-003	0.	
4780	-3.1812e-003	-1.1117e-002	0.	
4781	-2.9726e-004	-1.1446e-002	0.	
4782	-5.3178e-003	-1.3624e-002	0.	
4783	-1.543e-003	-8.9308e-003	0.	
4784	-3.0525e-003	-9.5709e-003	0.	
4785	-3.447e-004	-1.2028e-002	0.	
4786	3.0322e-003	-4.9479e-003	0.	
4787	8.4387e-003	-1.82e-002	0.	
4788	8.5943e-003	-1.7118e-002	0.	
4789	-9.3471e-003	-6.4907e-003	0.	
4790	-1.2483e-002	1.754e-002	0.	
4791	1.8543e-002	1.277e-002	0.	
4792	1.6121e-002	1.0155e-002	0.	
4793	1.5219e-002	1.1393e-002	0.	
4794	-1.0222e-002	-1.6722e-002	0.	
4795	9.3276e-003	1.7713e-002	0.	
4796	1.6061e-002	-1.9641e-004	0.	
