Element Number	Element Type	Nodes	
1	Tri3	363	4585	2119	
2	Tri3	1027	6577	2183	
3	Tri3	361	2416	5434	
4	Tri3	435	7100	1545	
5	Tri3	957	7132	4740	
6	Tri3	1893	8022	7868	
7	Tri3	802	4405	2404	
8	Tri3	2298	6741	7533	
9	Tri3	1203	1489	4499	
10	Tri3	1663	2844	3664	
11	Tri3	516	2339	1963	
12	Tri3	7324	7868	8022	
13	Tri3	1531	4241	3265	
14	Tri3	631	3561	7911	
15	Tri3	339	2904	3562	
16	Tri3	1353	5321	3305	
17	Tri3	525	3093	5748	
18	Tri3	1565	3411	5139	
19	Tri3	1868	3009	4190	
20	Tri3	847	5587	4945	
21	Tri3	3131	5142	7509	
22	Tri3	425	2109	1887	
23	Tri3	1190	5776	4411	
24	Tri3	1719	8169	4033	
25	Tri3	2154	6271	6575	
26	Tri3	4716	5605	7443	
27	Tri3	3432	5976	7050	
28	Tri3	2150	3614	6555	
29	Tri3	1454	5124	5786	
30	Tri3	986	1899	3898	
31	Tri3	956	5507	2960	
32	Tri3	1786	4359	7502	
33	Tri3	2098	5070	6333	
34	Tri3	651	1681	5726	
35	Tri3	1646	3618	5861	
36	Tri3	1058	1655	3482	
37	Tri3	2884	5437	3541	
38	Tri3	2236	7251	4493	
39	Tri3	923	3941	1698	
40	Tri3	339	6380	4189	
41	Tri3	763	5903	3806	
42	Tri3	1212	4553	4548	
43	Tri3	760	8113	1549	
44	Tri3	2399	5248	5556	
45	Tri3	16	17	3598	
46	Tri3	4299	5813	5810	
47	Tri3	504	3025	1475	
48	Tri3	1766	8117	7577	
49	Tri3	31	32	4505	
50	Tri3	874	1715	8160	
51	Tri3	2315	6737	5697	
52	Tri3	1397	4240	5517	
53	Tri3	1974	6327	4451	
54	Tri3	1105	4563	4914	
55	Tri3	6050	7753	7754	
56	Tri3	1982	2127	4885	
57	Tri3	853	7088	1641	
58	Tri3	1179	5661	4352	
59	Tri3	1727	6156	3829	
60	Tri3	508	1449	2245	
61	Tri3	4389	6089	6353	
62	Tri3	3393	8277	7391	
63	Tri3	2363	7404	2920	
64	Tri3	624	7974	2192	
65	Tri3	1338	2003	3164	
66	Tri3	1062	7735	7746	
67	Tri3	1244	7040	6004	
68	Tri3	3181	5864	6478	
69	Tri3	2174	4913	3402	
70	Tri3	1461	3020	4156	
71	Tri3	2744	6477	7072	
72	Tri3	992	1704	3144	
73	Tri3	336	2400	1992	
74	Tri3	2303	5333	5331	
75	Tri3	435	6583	6804	
76	Tri3	1845	3830	7965	
77	Tri3	8008	6763	5008	
78	Tri3	2661	6272	3650	
79	Tri3	626	1485	2054	
80	Tri3	672	1760	3969	
81	Tri3	2456	7278	7065	
82	Tri3	509	6352	3413	
83	Tri3	1815	4046	2879	
84	Tri3	3779	4929	5292	
85	Tri3	919	2806	7939	
86	Tri3	2468	7526	6753	
87	Tri3	1533	2497	5713	
88	Tri3	3162	4162	4363	
89	Tri3	597	1863	3813	
90	Tri3	717	6866	6155	
91	Tri3	475	1935	3696	
92	Tri3	326	5184	6238	
93	Tri3	1540	1731	3014	
94	Tri3	1296	4970	4964	
95	Tri3	7912	7277	1817	
96	Tri3	1095	3389	3547	
97	Tri3	2223	3100	6654	
98	Tri3	694	2386	4797	
99	Tri3	2446	6389	7313	
100	Tri3	1372	8051	8115	
101	Tri3	1757	4314	3899	
102	Tri3	1398	7593	6752	
103	Tri3	2806	7820	7939	
104	Tri3	1950	5261	5419	
105	Tri3	1684	1894	3622	
106	Tri3	2489	4296	6396	
107	Tri3	4440	6885	6518	
108	Tri3	4307	6676	707	
109	Tri3	1316	7976	5590	
110	Tri3	2105	4479	7010	
111	Tri3	3890	5577	7485	
112	Tri3	1345	7965	6643	
113	Tri3	7046	7676	7979	
114	Tri3	1022	7990	6693	
115	Tri3	19	4912	4147	
116	Tri3	867	7844	4095	
117	Tri3	2479	5762	5763	
118	Tri3	1128	3954	3798	
119	Tri3	374	5442	6634	
120	Tri3	1288	3800	1851	
121	Tri3	2071	4767	5937	
122	Tri3	2215	2263	6521	
123	Tri3	3068	5289	6807	
124	Tri3	3637	4237	7478	
125	Tri3	1170	4261	3298	
126	Tri3	760	2152	7172	
127	Tri3	1204	2994	2730	
128	Tri3	2339	5404	5243	
129	Tri3	1643	3611	6227	
130	Tri3	2669	6895	8052	
131	Tri3	387	3355	4934	
132	Tri3	780	6579	3258	
133	Tri3	1028	4594	3345	
134	Tri3	627	5212	1944	
135	Tri3	1357	5343	5124	
136	Tri3	3648	6040	7568	
137	Tri3	2351	6152	5415	
138	Tri3	1394	6902	5684	
139	Tri3	995	3166	4971	
140	Tri3	813	4195	2348	
141	Tri3	335	3074	7214	
142	Tri3	2125	2877	4883	
143	Tri3	1391	8221	5501	
144	Tri3	392	5301	4262	
145	Tri3	1513	3738	4534	
146	Tri3	1477	2870	5758	
147	Tri3	2703	3000	8312	
148	Tri3	958	2967	2844	
149	Tri3	2300	5765	4796	
150	Tri3	2454	4421	5686	
151	Tri3	1247	3757	4069	
152	Tri3	1611	5082	4394	
153	Tri3	1460	2236	5144	
154	Tri3	1309	5896	5034	
155	Tri3	1027	2183	3316	
156	Tri3	952	2448	5201	
157	Tri3	710	7571	3588	
158	Tri3	790	5222	3697	
159	Tri3	534	6145	2511	
160	Tri3	1748	3866	4230	
161	Tri3	1181	4803	7213	
162	Tri3	3206	3925	8036	
163	Tri3	390	7021	1575	
164	Tri3	1199	5414	6601	
165	Tri3	315	6288	4418	
166	Tri3	798	5721	7414	
167	Tri3	2293	4472	6908	
168	Tri3	1983	5956	4490	
169	Tri3	1008	3651	3587	
170	Tri3	1131	7772	3965	
171	Tri3	1637	7338	1140	
172	Tri3	815	6386	2496	
173	Tri3	1655	7780	2371	
174	Tri3	383	7265	2487	
175	Tri3	636	1769	4149	
176	Tri3	1045	4187	7705	
177	Tri3	668	6223	7045	
178	Tri3	1158	5021	5330	
179	Tri3	1231	4127	4668	
180	Tri3	3433	7566	7713	
181	Tri3	1282	6305	3913	
182	Tri3	1455	7346	5021	
183	Tri3	321	5665	6613	
184	Tri3	810	2019	2337	
185	Tri3	1328	2084	5129	
186	Tri3	448	5108	2220	
187	Tri3	1693	7334	5989	
188	Tri3	3094	4735	5041	
189	Tri3	836	4665	1547	
190	Tri3	4344	4800	5323	
191	Tri3	497	7033	2137	
192	Tri3	363	2912	7166	
193	Tri3	116	117	3518	
194	Tri3	2304	3197	3189	
195	Tri3	3375	3951	3953	
196	Tri3	867	7843	4983	
197	Tri3	1514	1696	3215	
198	Tri3	2789	5568	8239	
199	Tri3	606	3978	1788	
200	Tri3	2144	4919	4917	
201	Tri3	2449	7737	5414	
202	Tri3	650	7022	3721	
203	Tri3	476	4605	3338	
204	Tri3	1307	3045	4004	
205	Tri3	1579	7606	2293	
206	Tri3	1001	2303	3189	
207	Tri3	3722	6690	8249	
208	Tri3	2808	7649	7728	
209	Tri3	1095	3741	7617	
210	Tri3	952	3542	5542	
211	Tri3	2299	7535	5836	
212	Tri3	435	4485	1467	
213	Tri3	436	5493	7570	
214	Tri3	1404	1586	5917	
215	Tri3	3700	5293	6993	
216	Tri3	784	5164	5154	
217	Tri3	2534	7662	7656	
218	Tri3	453	6747	2919	
219	Tri3	402	2193	2466	
220	Tri3	456	2127	1982	
221	Tri3	3341	4602	4630	
222	Tri3	355	4903	3483	
223	Tri3	1335	7460	6664	
224	Tri3	602	7905	8036	
225	Tri3	886	5307	3646	
226	Tri3	3382	6873	7363	
227	Tri3	4900	6206	6660	
228	Tri3	2931	6135	7217	
229	Tri3	7834	7835	5910	
230	Tri3	3372	4498	4872	
231	Tri3	2449	6158	7421	
232	Tri3	977	6635	1833	
233	Tri3	3301	4268	4756	
234	Tri3	1586	4789	5044	
235	Tri3	816	2942	4920	
236	Tri3	1410	6055	6573	
237	Tri3	829	2412	6714	
238	Tri3	2924	6475	5549	
239	Tri3	1544	3206	4229	
240	Tri3	3851	5653	7424	
241	Tri3	1743	5710	8010	
242	Tri3	2588	5627	6655	
243	Tri3	2661	8031	6272	
244	Tri3	1624	4514	6584	
245	Tri3	2263	7453	2842	
246	Tri3	1810	3835	5866	
247	Tri3	536	4153	1870	
248	Tri3	2668	2940	8055	
249	Tri3	1355	6629	4544	
250	Tri3	946	7875	2474	
251	Tri3	1606	3542	8054	
252	Tri3	347	2313	4215	
253	Tri3	631	1613	4721	
254	Tri3	2322	5095	5360	
255	Tri3	1386	4406	5476	
256	Tri3	1255	4691	3566	
257	Tri3	1264	4744	1943	
258	Tri3	4193	4502	4873	
259	Tri3	617	6299	4026	
260	Tri3	1072	7309	5505	
261	Tri3	1410	3915	6055	
262	Tri3	731	2025	4134	
263	Tri3	3548	4181	3825	
264	Tri3	1113	2216	4169	
265	Tri3	485	1445	2998	
266	Tri3	753	1558	2120	
267	Tri3	978	1693	3531	
268	Tri3	1263	2928	7449	
269	Tri3	333	1921	4324	
270	Tri3	799	2298	7533	
271	Tri3	2488	4889	3878	
272	Tri3	1104	6241	7150	
273	Tri3	477	1804	5315	
274	Tri3	762	6348	2995	
275	Tri3	4156	5751	7283	
276	Tri3	1887	2109	4909	
277	Tri3	2518	3018	5678	
278	Tri3	1869	3529	5622	
279	Tri3	1745	3722	7089	
280	Tri3	3034	5289	6489	
281	Tri3	3496	5897	7179	
282	Tri3	2234	8067	6743	
283	Tri3	3385	3990	7214	
284	Tri3	642	3868	3169	
285	Tri3	1896	5580	6720	
286	Tri3	3236	454	6441	
287	Tri3	1142	1912	5150	
288	Tri3	3130	4352	5661	
289	Tri3	1408	2605	5904	
290	Tri3	5422	6926	7520	
291	Tri3	1306	3995	5007	
292	Tri3	2634	7415	3629	
293	Tri3	815	6571	3977	
294	Tri3	1288	1851	5141	
295	Tri3	3817	8244	6509	
296	Tri3	1556	5681	6131	
297	Tri3	1089	3549	3671	
298	Tri3	1050	3446	5752	
299	Tri3	2721	8228	6606	
300	Tri3	373	3376	5323	
301	Tri3	2277	6989	6371	
302	Tri3	1228	4644	4603	
303	Tri3	917	3299	4317	
304	Tri3	829	6714	5202	
305	Tri3	1553	4228	4768	
306	Tri3	735	7408	7407	
307	Tri3	3457	6101	6539	
308	Tri3	468	8109	1687	
309	Tri3	1475	5114	5111	
310	Tri3	575	5267	5275	
311	Tri3	3343	4598	4634	
312	Tri3	1019	1987	5824	
313	Tri3	673	2758	1762	
314	Tri3	4764	7642	7643	
315	Tri3	2417	7468	5600	
316	Tri3	2551	6516	7712	
317	Tri3	2672	7147	4887	
318	Tri3	2271	6366	7623	
319	Tri3	1541	3291	3133	
320	Tri3	2108	5010	3924	
321	Tri3	354	3015	3477	
322	Tri3	4232	4491	4885	
323	Tri3	1209	7835	4517	
324	Tri3	657	3783	4000	
325	Tri3	1663	6250	4760	
326	Tri3	1525	7595	8094	
